,source_id,news handle,new_id,link,pubdate,source,tweet,post_method,user_statuses,user_following,user_followers,user_created_at,user_bio,user_location,lang,Person or source,Target,City,Province,Country,CBC,TweetToCBC,TweetToNOTCBC,mean(TweetToCBC)
11071,6006,cbc,63153,https://twitter.com/IAmMasonYoun/statuses/909907836725088257,2017-09-18 19:31,iammasonyoun,.@cnn @cbcdisappears and is forgotten.it is similar to a promise of god s: you cannot take ownership of what is not yours. i was to,Twitter Web Client,1310,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11072,6006,cbc,63281,https://twitter.com/IAmMasonYoun/statuses/909910444864831489,2017-09-18 19:42,iammasonyoun,".@cnn @cbcand hadrian. the last two come next. upon the second year coming, the canadian government, the members, the politicians, all",Twitter Web Client,1323,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11073,6006,cbc,63272,https://twitter.com/IAmMasonYoun/statuses/909910743046397952,2017-09-18 19:43,iammasonyoun,".@cnn @cbcthe names we know to the ones with which they work during their professional hours; during their career times, each individual",Twitter Web Client,1323,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11074,6006,cbc,63310,https://twitter.com/IAmMasonYoun/statuses/909916528333737984,2017-09-18 20:06,iammasonyoun,.@cnn @cbcjesus himself. this is coming for sure but will you be lucky to hear it?it is your judgement.it is your beginning to your,Twitter Web Client,1338,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11075,6006,globalnews,7358,https://twitter.com/IAmMasonYoun/statuses/910161784002289666,2017-09-19 12:20,iammasonyoun,@globalnews i have seen the face of prime minister justin trudeau.it is now done.the act.god,Twitter Web Client,1379,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,Global,Canada,Canada,Canada,Not CBC,0,1,0.981818182
11076,6006,cbc,63283,https://twitter.com/IAmMasonYoun/statuses/909910280821465089,2017-09-18 19:41,iammasonyoun,".@cnn @cbcbecause of my fact that the prime minister, justin trudeau, who stole all my belongings, did it to his daughter, xavier,",Twitter Web Client,1323,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11077,6006,cbc,52476,https://twitter.com/IAmMasonYoun/statuses/909911448561778688,2017-09-18 19:46,iammasonyoun,. @cnn @cbcunemployed. the prime minister of canada is justin trudeau and he knows i am god because he stole my computers. i revealed,Twitter Web Client,1342,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11078,6006,cbc,63323,https://twitter.com/IAmMasonYoun/statuses/909915955454758912,2017-09-18 20:04,iammasonyoun,.@cnn @cbcgod first came to earth as man.(deleted).i am gone and after me it is the fourth: the second coming is coming to tell the,Twitter Web Client,1338,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11079,6006,cbc,63347,https://twitter.com/IAmMasonYoun/statuses/909915079893757952,2017-09-18 20:00,iammasonyoun,".@cnn @cbcand now they disappear to be erased forever.justin, barack &amp; donald =  and the warped number . the three are generation",Twitter Web Client,1338,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11080,6006,cbc,63126,https://twitter.com/IAmMasonYoun/statuses/909908883287740417,2017-09-18 19:35,iammasonyoun,".@cnn @cbc me. i then forgot it, and i began a new journey of discovery: i am god.jfk:execution style, assassination, the first is",Twitter Web Client,1310,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11081,6006,cbc,63252,https://twitter.com/IAmMasonYoun/statuses/909911448561778688,2017-09-18 19:46,iammasonyoun,. @cnn @cbcunemployed. the prime minister of canada is justin trudeau and he knows i am god because he stole my computers. i revealed,Twitter Web Client,1323,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11082,6006,cbc,63285,https://twitter.com/IAmMasonYoun/statuses/909910088491642880,2017-09-18 19:40,iammasonyoun,.@cnn @cbcfrom the angels in heaven:the reason ella-grace trudeau is going to be prostituted for close to two-and-a-half-decades is,Twitter Web Client,1323,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11083,6006,cbc,63226,https://twitter.com/IAmMasonYoun/statuses/909912289746341888,2017-09-18 19:49,iammasonyoun,.@cnn @cbcwords: the beginning and the end.i then asked to forget all of it because it was too much for me to handle. i did not want to,Twitter Web Client,1323,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11084,6006,cbc,63132,https://twitter.com/IAmMasonYoun/statuses/909908701213061120,2017-09-18 19:35,iammasonyoun,.@justintrudeau @cnn @cbcbe: is. you knew that you knew more than i did because i had asked to forget. i wrote my story as was retold to,Twitter Web Client,1310,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11085,6006,cbc,63034,https://twitter.com/IAmMasonYoun/statuses/909904848342196224,2017-09-18 19:19,iammasonyoun,.@cnn @cbcgive it back to god. i am to prove to the whole world that i am god. you are with me or you are against me.(i am a human,Twitter Web Client,1294,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11086,6006,cbc,63301,https://twitter.com/IAmMasonYoun/statuses/909916822593470464,2017-09-18 20:07,iammasonyoun,".@un @cnn @cbcand they were helping me deal with the fact that i am god. you, the united nations and the canadian government, put the",Twitter Web Client,1344,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11087,6006,cbc,63140,https://twitter.com/IAmMasonYoun/statuses/909908495016845312,2017-09-18 19:34,iammasonyoun,".@justintrudeau @cnn @cbcyou knew kashmir is my land. you read my july st  story! my direct words to you, everything i was, am, to",Twitter Web Client,1310,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11088,6006,cbc,51851,https://twitter.com/IAmMasonYoun/statuses/909910280821465089,2017-09-18 19:41,iammasonyoun,".@cnn @cbcbecause of my fact that the prime minister, justin trudeau, who stole all my belongings, did it to his daughter, xavier,",Twitter Web Client,1342,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11089,6006,cbc,63122,https://twitter.com/IAmMasonYoun/statuses/909909055682043904,2017-09-18 19:36,iammasonyoun,".@cnn @cbcevil, the second seems the same, but you go  you  out in style. it s a live murder and you are the celebrity, the idol. you",Twitter Web Client,1310,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11090,6006,cbc,63261,https://twitter.com/IAmMasonYoun/statuses/909911139370373120,2017-09-18 19:44,iammasonyoun,.@cnn @cbcpast story was to be a gift. you stole it; tried to destroyed me with it. i could have been married to jesus christ now and,Twitter Web Client,1323,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11091,6006,cbc,63296,https://twitter.com/IAmMasonYoun/statuses/909909543584399361,2017-09-18 19:38,iammasonyoun,. @cnn @cbcyou are forgotten.you are nonexistent for me.you die.i am here right now and the judgment is different.jesus christ,Twitter Web Client,1323,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11092,6006,cbc,63192,https://twitter.com/IAmMasonYoun/statuses/909906877164683264,2017-09-18 19:27,iammasonyoun,.@cnn @cbcto you: i am god.what you stole and revealed is % of the full % i now know.it is the united nations that made me a,Twitter Web Client,1310,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11093,6006,cbc,63024,https://twitter.com/IAmMasonYoun/statuses/909905330783625217,2017-09-18 19:21,iammasonyoun,".@cnn @cbcbeing and (i) can speak. i have a voice like the king, a specific one, first it was me, then god, i was god, then i felt a",Twitter Web Client,1294,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11094,6006,cbc,63340,https://twitter.com/IAmMasonYoun/statuses/909915374333939712,2017-09-18 20:01,iammasonyoun,".@cnn @cbcwarped &amp; . they are sneaky, liars, tricky; they are god\'s word upside down. my earth right now is prison.jesus christ",Twitter Web Client,1338,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11095,6006,cbc,63398,https://twitter.com/IAmMasonYoun/statuses/909913479569604609,2017-09-18 19:54,iammasonyoun,.@cnn @cbcjesus christ coming on his cloud.it is instant war and it is bigger than mine.time is here to show you what you are:i am,Twitter Web Client,1338,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11096,6006,cbc,63334,https://twitter.com/IAmMasonYoun/statuses/909915527790899202,2017-09-18 20:02,iammasonyoun,.@cnn @cbccannot physically come to earth today because everyone would be killed and god would be alone without his creation. very few,Twitter Web Client,1338,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11097,6006,cbc,63202,https://twitter.com/IAmMasonYoun/statuses/909906700244799488,2017-09-18 19:27,iammasonyoun,.@cnn @cbcmeant to be because of you: the trudeau government and the united nations. i am human now because i am here to prove something,Twitter Web Client,1310,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11098,6006,cbc,51429,https://twitter.com/IAmMasonYoun/statuses/909906700244799488,2017-09-18 19:27,iammasonyoun,.@cnn @cbcmeant to be because of you: the trudeau government and the united nations. i am human now because i am here to prove something,Twitter Web Client,1327,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11099,6006,cbc,63175,https://twitter.com/IAmMasonYoun/statuses/909907336881410050,2017-09-18 19:29,iammasonyoun,".@cnn @cbcpassed me around. this is now ella-grace s life, but for her it is times two: she is the physical, she is the descendant who",Twitter Web Client,1310,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11100,6006,cbc,63111,https://twitter.com/IAmMasonYoun/statuses/909909278844243968,2017-09-18 19:37,iammasonyoun,.@cnn @cbcare useless and causing self-destruction in the world.stephen harper and justin trudeau destroyed canada.idolize them and,Twitter Web Client,1323,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11101,6006,cbc,63015,https://twitter.com/IAmMasonYoun/statuses/909905559335395328,2017-09-18 19:22,iammasonyoun,".@cnn @cbcking, he is muslim and his voice is deep, he pronounces his words fully and correctly, do you think that jesus is concerned",Twitter Web Client,1294,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11102,6006,cbc,63381,https://twitter.com/IAmMasonYoun/statuses/909913973599948805,2017-09-18 19:56,iammasonyoun,.@cnn @cbcseptember th .that is my order: the act.every person i contacted is to be killed.the revelation is being destroyed.,Twitter Web Client,1338,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11103,6006,cbc,63161,https://twitter.com/IAmMasonYoun/statuses/909907612489146368,2017-09-18 19:30,iammasonyoun,".@cnn @cbcis to suffer and be erased and it is because of her father s sins against me. xavier is a homeless prostitute, and hadrian",Twitter Web Client,1310,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11104,6006,cbc,63207,https://twitter.com/IAmMasonYoun/statuses/909913139789131776,2017-09-18 19:52,iammasonyoun,".@cnn @cbcwith the united nations, canada allowed everything to play out in real life.i told them i came to change the world and i told",Twitter Web Client,1323,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11105,6006,cbc,63318,https://twitter.com/IAmMasonYoun/statuses/909916171117490176,2017-09-18 20:04,iammasonyoun,.@cnn @cbcoriginal story and it is to be hell on earth.you will be told the story of the seven seals in heaven and it will be done by,Twitter Web Client,1338,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11106,6006,cbc,63303,https://twitter.com/IAmMasonYoun/statuses/909916665147723779,2017-09-18 20:06,iammasonyoun,.@cnn @cbcend and everything in between.it is your story retold to you.then down you go.you destroyed me.i was speaking with angels,Twitter Web Client,1344,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11107,6006,cbc,63185,https://twitter.com/IAmMasonYoun/statuses/909907081951612928,2017-09-18 19:28,iammasonyoun,.@cnn @cbcprostitute.@un they are whores.the canadian government knew my story. they took ownership of it without my consent and then,Twitter Web Client,1310,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11108,6006,cbc,63379,https://twitter.com/IAmMasonYoun/statuses/909914097411657729,2017-09-18 19:56,iammasonyoun,.@cnn @cbcyou the devils (as one) are bringing destruction upon it and i will not have it: i am killing you and it begins with twitter,Twitter Web Client,1338,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11109,6006,cbc,63389,https://twitter.com/IAmMasonYoun/statuses/909913725997641728,2017-09-18 19:55,iammasonyoun,.@cnn @cbcgod on earth and i am here to write the original story.this is what i want right now and it is perfect:kill them all on,Twitter Web Client,1338,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11110,6006,cbc,63145,https://twitter.com/IAmMasonYoun/statuses/909908039150505984,2017-09-18 19:32,iammasonyoun,".@cnn @cbcbe the twenty-third prime minister of canada; it s on my computers with proof and you, justin trudeau, knew this information.",Twitter Web Client,1310,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11111,6006,cbc,53004,https://twitter.com/IAmMasonYoun/statuses/909914256275058689,2017-09-18 19:57,iammasonyoun,".@cnn @cbcaccount one.get rid of those three:justin trudeau, barack obama, donald trump: these three tried to kill god s descendants",Twitter Web Client,1344,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11112,6006,cbc,63256,https://twitter.com/IAmMasonYoun/statuses/909911322082643968,2017-09-18 19:45,iammasonyoun,.@cnn @cbcdue to have his baby on valentine s day . the prime minister of canada is not me as it should have been because i am,Twitter Web Client,1323,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11113,6006,cbc,63330,https://twitter.com/IAmMasonYoun/statuses/909915691393994752,2017-09-18 20:03,iammasonyoun,.@cnn @cbcare going to heaven.i am the bridge that is come to breach the gap between man &amp; god.the new time has meaning: it was when,Twitter Web Client,1338,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11114,6006,cbc,52090,https://twitter.com/IAmMasonYoun/statuses/909908039150505984,2017-09-18 19:32,iammasonyoun,".@cnn @cbcbe the twenty-third prime minister of canada; it s on my computers with proof and you, justin trudeau, knew this information.",Twitter Web Client,1327,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11115,6006,cbc,63488,https://twitter.com/IAmMasonYoun/statuses/909917021344804866,2017-09-18 20:08,iammasonyoun,".@un @cnn @cbcwhole story together because you wanted to know the information, and then you committed real criminal crimes against me, a",Twitter Web Client,1344,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11116,6006,cbc,63074,https://twitter.com/IAmMasonYoun/statuses/909903048968982528,2017-09-18 19:12,iammasonyoun,@cnn @cbc here is the result of your cause:the notesyou have been given a week with me as one.my full story better have been told right,Twitter Web Client,1294,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11117,6006,cbc,63064,https://twitter.com/IAmMasonYoun/statuses/909903686633127938,2017-09-18 19:15,iammasonyoun,".@cnn @cbcby now.the catholics do not want the one church. the pope does not want to give up the title, he is refusing to return it, to",Twitter Web Client,1294,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11118,6006,cbc,63229,https://twitter.com/IAmMasonYoun/statuses/909912176672038912,2017-09-18 19:49,iammasonyoun,.@cnn @cbceverything about the coming two years. the future &amp; more.i revealed the ultimate truth. i revealed the truth behind the,Twitter Web Client,1323,41,9,Thu Jun 01 16:38:37 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.981818182
11126,6009,cbc,74144,https://twitter.com/iamskye/statuses/909929788663463937,2017-09-18 20:59,iamskye,@cbcadrianh @perreaux @torontostar he was sure impressive on sunday,Twitter for iPad,5691,1094,1466,Thu Jun 07 21:28:28 +0000 2007,dirtbag praxis,n x nw,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.5
11127,6009,cknw,99018,https://twitter.com/iamskye/statuses/909912602075054080,2017-09-18 19:50,iamskye,"@johnodowdirl @cknw right, because that\'s something nk would do   ",Twitter for iPad,5683,1094,1466,Thu Jun 07 21:28:28 +0000 2007,dirtbag praxis,n x nw,en,source,CKNW,Vancouver,British Columbia,Canada,Not CBC,0,1,0.5
11265,6096,huffpostcanada,51873,https://twitter.com/Imcdn/statuses/909910060196929537,2017-09-18 19:40,imcdn,rt @huffpostcanada: defend rohingya musims or damage your reputation: pm to myanmar leader https://t.co/ozkmfbq https://t.co/ubyjckrwt,Twitter for iPad,2970,1011,304,Thu Jul 16 11:24:59 +0000 2009,"living life large in st. andrews by-the-sea, new brunswick. big fan of my home town winnipeg jets.",NA,en,source,Huffington Post,Canada,Canada,Canada,Not CBC,0,1,0.5
11266,6096,cbc,51877,https://twitter.com/Imcdn/statuses/909910025187020800,2017-09-18 19:40,imcdn,"rt @cbcnews: canada won\'t do business with boeing while it\'s \'busy trying to sue us,\' trudeau says https://t.co/ivbqiv https://t.co/lic ",Twitter for iPad,2970,1011,304,Thu Jul 16 11:24:59 +0000 2009,"living life large in st. andrews by-the-sea, new brunswick. big fan of my home town winnipeg jets.",NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.5
11354,6146,torontostar,70711,https://twitter.com/injured420/statuses/909797737629147136,2017-09-18 12:14,injured420,@nowaya @navkgill @torontostar @anamjit @thejagmeetsingh @ontliberal you seeing lisbon today compared with lisbon  https://t.co/sfctnfjbz,Twitter for Android,12257,383,463,Mon Jul 18 15:52:33 +0000 2016,getting my family dr. approval was like a door opening up after years popping pills in an injured worker depression with a valid mri. #endocannabinoidsystem,"niagara, ontario",en,source,Toronto Star,Toronto,Ontario,Canada,Not CBC,0,1,0.142857143
11355,6146,torontostar,77461,https://twitter.com/injured420/statuses/910187439968411649,2017-09-19 14:02,injured420,@kurt_pester @torontostar how much reefer madness brainwashing have you had rather than use your tax funding learni  https://t.co/fvfjyv,Twitter for Android,12301,384,465,Mon Jul 18 15:52:33 +0000 2016,getting my family dr. approval was like a door opening up after years popping pills in an injured worker depression with a valid mri. #endocannabinoidsystem,"niagara, ontario",en,source,Toronto Star,Toronto,Ontario,Canada,Not CBC,0,1,0.142857143
11356,6146,torontostar,77408,https://twitter.com/injured420/statuses/910188552759185408,2017-09-19 14:07,injured420,@_cheryl_duggan_ @torontostar hasn\'t been any cops reporting as many crashes for parking spots at the legal clinic  https://t.co/jobffefgz,Twitter for Android,12301,384,465,Mon Jul 18 15:52:33 +0000 2016,getting my family dr. approval was like a door opening up after years popping pills in an injured worker depression with a valid mri. #endocannabinoidsystem,"niagara, ontario",en,source,Toronto Star,Toronto,Ontario,Canada,Not CBC,0,1,0.142857143
11357,6146,torontostar,72710,https://twitter.com/injured420/statuses/909872372970385413,2017-09-18 17:10,injured420,@claontario @torontostar thought the pills were worse than the reefer madness looking to cash in without the scienc  https://t.co/tyzvzd,Twitter for Android,12267,384,459,Mon Jul 18 15:52:33 +0000 2016,getting my family dr. approval was like a door opening up after years popping pills in an injured worker depression with a valid mri. #endocannabinoidsystem,"niagara, ontario",en,source,Toronto Star,Toronto,Ontario,Canada,Not CBC,0,1,0.142857143
11358,6146,torontostar,71802,https://twitter.com/injured420/statuses/909839658443579398,2017-09-18 15:00,injured420,@nowaya @navkgill @torontostar @anamjit @thejagmeetsingh @ontliberal doesn\'t a judge make that decision or your av  https://t.co/ugojcbdxbz,Twitter for Android,12258,383,462,Mon Jul 18 15:52:33 +0000 2016,getting my family dr. approval was like a door opening up after years popping pills in an injured worker depression with a valid mri. #endocannabinoidsystem,"niagara, ontario",en,source,Toronto Star,Toronto,Ontario,Canada,Not CBC,0,1,0.142857143
11359,6146,torontostar,79054,https://twitter.com/injured420/statuses/910247194627919873,2017-09-19 18:00,injured420,rt @vinelandrsrch: #worldcrops take root in #ontario #loveontfood https://t.co/hgglrljqv @torontostar @viliamzvalo @bowen_amyj https://t.c ,Twitter for Android,12307,383,465,Mon Jul 18 15:52:33 +0000 2016,getting my family dr. approval was like a door opening up after years popping pills in an injured worker depression with a valid mri. #endocannabinoidsystem,"niagara, ontario",en,source,Toronto Star,Toronto,Ontario,Canada,Not CBC,0,1,0.142857143
11360,6146,cbc,273,https://twitter.com/injured420/statuses/910120706284933122,2017-09-19 9:37,injured420,@donmcgregor @pnpcbc @ndp @thomasmulcair politicians enjoyed fedoras matching the suit. i wasn\'t much for those po  https://t.co/cglfgnfbsl,Twitter for Android,12297,383,462,Mon Jul 18 15:52:33 +0000 2016,getting my family dr. approval was like a door opening up after years popping pills in an injured worker depression with a valid mri. #endocannabinoidsystem,"niagara, ontario",en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.142857143
11388,6164,nationalpost,89389,https://twitter.com/Interest0nly/statuses/909971734068998144,2017-09-18 23:45,interest0nly,@nationalpost islam is expansionist and the least tolerant of the major religions.  pretending it is loving and ine  https://t.co/mlpaxatlg,Twitter Lite,1630,97,36,Mon Oct 19 21:17:28 +0000 2015,"believe in: libertarianism, progressive secular democracy, science & technology, logic, peaceful pursuit of happiness #canadiansfirst",canada,en,source,National Post,Canada,Canada,Canada,Not CBC,0,1,0.1
11389,6164,nationalpost,89923,https://twitter.com/Interest0nly/statuses/910129705851822080,2017-09-19 10:13,interest0nly,rt @nationalpost: trudeau s plan to kill energy east without getting caught https://t.co/dnrkjzljn via @fpcomment #business https://t.co/z ,Twitter Lite,1660,97,35,Mon Oct 19 21:17:28 +0000 2015,"believe in: libertarianism, progressive secular democracy, science & technology, logic, peaceful pursuit of happiness #canadiansfirst",canada,en,source,National Post,Canada,Canada,Canada,Not CBC,0,1,0.1
11390,6164,torontostar,77527,https://twitter.com/Interest0nly/statuses/910191775972704256,2017-09-19 14:20,interest0nly,@freemind @torontostar his silence &amp; his statements in the ontario legislature indicate he is clearly a  https://t.co/fhbftol,Twitter Web Client,1668,98,35,Mon Oct 19 21:17:28 +0000 2015,"believe in: libertarianism, progressive secular democracy, science & technology, logic, peaceful pursuit of happiness! proud infidel #canadiansfirst",canada,en,source,Toronto Star,Toronto,Ontario,Canada,Not CBC,0,1,0.1
11391,6164,torontostar,13105,https://twitter.com/Interest0nly/statuses/910190241759105024,2017-09-19 14:13,interest0nly,rt @freemind: ask him if he supports the khalistani movement you cowards https://t.co/ybiedllqaw via @torontostar,Twitter Web Client,1668,98,35,Mon Oct 19 21:17:28 +0000 2015,"believe in: libertarianism, progressive secular democracy, science & technology, logic, peaceful pursuit of happiness! proud infidel #canadiansfirst",canada,en,source,Toronto Star,Toronto,Ontario,Canada,Not CBC,0,1,0.1
11392,6164,nationalpost,89369,https://twitter.com/Interest0nly/statuses/909972462179250176,2017-09-18 23:48,interest0nly,@ixophile @paulc @misfitsickboy @nationalpost the koran contains direct versus instructing people of evil.  https://t.co/dpbhyual,Twitter Lite,1630,97,36,Mon Oct 19 21:17:28 +0000 2015,"believe in: libertarianism, progressive secular democracy, science & technology, logic, peaceful pursuit of happiness #canadiansfirst",canada,en,source,National Post,Canada,Canada,Canada,Not CBC,0,1,0.1
11393,6164,nationalpost,89965,https://twitter.com/Interest0nly/statuses/910128680478715904,2017-09-19 10:09,interest0nly,@nationalpost he grew up traveling the world with his father.  he thinks it is the norm.  he has no clue of the cha  https://t.co/hudrhejoh,Twitter Lite,1660,97,35,Mon Oct 19 21:17:28 +0000 2015,"believe in: libertarianism, progressive secular democracy, science & technology, logic, peaceful pursuit of happiness #canadiansfirst",canada,en,source,National Post,Canada,Canada,Canada,Not CBC,0,1,0.1
11394,6164,nationalpost,2261,https://twitter.com/Interest0nly/statuses/910129705851822080,2017-09-19 10:13,interest0nly,rt @nationalpost: trudeau s plan to kill energy east without getting caught https://t.co/dnrkjzljn via @fpcomment #business https://t.co/z ,Twitter Lite,1663,97,35,Mon Oct 19 21:17:28 +0000 2015,"believe in: libertarianism, progressive secular democracy, science & technology, logic, peaceful pursuit of happiness #canadiansfirst",canada,en,source,National Post,Canada,Canada,Canada,Not CBC,0,1,0.1
11395,6164,cbc,24216,https://twitter.com/Interest0nly/statuses/910252762121867264,2017-09-19 18:22,interest0nly,"@cbcpolitics complete hypocrite -  ""i no longer have dealings with the way our family fortune is managed"" - justin trudeau",Twitter Web Client,1672,98,35,Mon Oct 19 21:17:28 +0000 2015,"believe in: libertarianism, progressive secular democracy, science & technology, logic, peaceful pursuit of happiness! proud infidel #canadiansfirst",canada,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.1
11396,6164,nationalpost,3546,https://twitter.com/Interest0nly/statuses/910137066129731584,2017-09-19 10:42,interest0nly,@bfaqiri @nationalpost trump is doing more for americans than this guy is doing for canadians.  trudeau is taxing c  https://t.co/xxwvaixjv,Twitter Lite,1664,97,35,Mon Oct 19 21:17:28 +0000 2015,"believe in: libertarianism, progressive secular democracy, science & technology, logic, peaceful pursuit of happiness #canadiansfirst",canada,en,source,National Post,Canada,Canada,Canada,Not CBC,0,1,0.1
